,0
5222, 조병욱 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5223,양측 만나 . 해상가스전. 협력 합의발생하는 . 전량 폐기 시설 저장 추형욱 대표이사 사장오른쪽에서 두번째과 댄 테한 호주 통상관광투자장관.세번째이 .일 서린빌딩에서 만나 기념사진을 촬영하고 있다
5224, 제공 호주에서 해상가스전을 개발 중인 가 호주 정부와 친환경 가스전 개발을 위해 협력한다
5225, 는 추형욱 대표이사 사장이 .일 서울 종로구 서린빌딩에서 댄 테한 호주 통상관광투자장관을 만나 최근 투자를 결정한 호주 바로사칼티타 해상가스전을 탄소포집.저장 기술 기반의 친환경 방식으로 개발하는 데 서로 협력하기로 했다고 .일 밝혔다
5226, 이 자리에서 추 사장은 .호주 가스전은 지하 저류층에서 생산되는 가스에 포함된 이산화탄소를 기술로 . 포집해 인근 폐가스전에 저장하는 친환경 방식으로 개발할 예정.이라고 설명했다
5227, 테한 장관은 .가스전 개발의 친환경성을 강화하기 위해 호주 정부가 지원을 아끼지 않겠다
5228,고 화답했다
5229, 는 지난 .월 호주 북부 바로사칼티타 해상가스전 개발을 위해 .조.억원을 투자하기로 했다
5230, 는 이 가스전에서 .년부터 .년 동안 연간 .만의 액화천연가스를 국내에 도입해 청정수소 연료로 사용할 예정이다
5231, 나기천 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5232,일부 원료 사탕수수서 추출 사용 . . 저감. 재활용 가능 청정 제주 지하수를 원료로 한 제주삼다수의 일회용 페트병이 친환경 제품으로 교체돼 선보인다
5233, 제주삼다수를 생산.판매하는 제주도개발공사는 바이오 페트병을 적용한 제품인 .삼다수 바이오.가칭 개발을 완료해 .일 개막하는 대회인 제.회 제주삼다수 마스터스에서 선보일 예정이라고 .일 밝혔다
5234, 또 롯데월드 내 키자니아 제주삼다수 체험관 방문객을 대상으로 제품을 증정할 예정이다
5235, 바이오 페트병은 페트병 일부 원료를 사탕수수에서 추출해 친환경성을 높인 포장 소재다
5236, 바이오 페트병은 사탕수수 추출물로 석유에서 추출한 원료로 만든 일반 페트병과 대비해 제조.유통.소각 전 과정에서 이산화탄소를 . 저감하고 . 재활용이 가능하다
5237, 제주개발공사는 삼다수 바이오가 기존 페트병과 비교해 밀도 등의 제품 특성이 비슷하다고 설명했다
5238, 제주개발공사는 삼다수 바이오에 대한 국내 .식품 용기 용출. 규격.기준을 인정받았고 추가 안전성 검증도 마쳤다
5239, 또 삼다수 바이오에 대한 공사 품질연구팀 자체 연구와 제주대학교 생명과학 기술혁신센터의 수질검사를 마친 상태다
5240, 제주임성준 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5241,빠른 건조와 손쉬운 스타일링 돕는 헤어드라이어. 출시 기념 프로모션 실시 우수한 품질의 헤어드라이어를 합리적인 가격에 선보이는 이미용 가전 브랜드 .레이트.가 프리미엄 헤어드라이기 .데이노바.를 신제품으로 출시했다고 .일 전했다
5242, 이번에 출시한 .데이노바.는 에너지 효율을 . 이상 개선한 친환경 모터를 탑재해 제품의 수명을 늘렸으며 소음과 진동을 낮춰 사용자에게 편리한 사용감을 선사한다
5243, 아울러 작동 시에는 .천만 개의 음이온이 발생하고 과도한 열로 모발이 손상되지 않도록 초당 약 .회 바람의 온도를 조절하는 자동 항온 기능이 작동해 모발의 손상을 방지한다
5244, 최대 .의 강력한 바람이 모발을 빠르게 건조해 드라이 시간을 줄여주며 간편한 원버튼 클릭으로 .단계의 온도와 .단계의 바람 세기 조절이 가능하다
5245, 제품에는 편의를 위한 기능도 탑재되어 있다
5246, 손쉬운 스타일링을 위한 스타일링 노즐과 모발을 빠르게 말릴 수 있는 스무딩 노즐은 .도 회전이 가능하며 자석으로 간편하게 탈부착할 수 있다
5247, 재사용 시 마지막에 사용했던 설정을 그대로 유지하는 메모리 기능과 착탈이 가능한 흡입 필터 사용자의 안전을 위한 이중 안전장치 등도 적용되어 있다
5248, 색상은 화이트와 그레이 .종이다
5249, 레이트 관계자는 .초고속 초강력 프리미엄 헤어드라이어 데이노바는 모발 건강과 멋진 스타일링을 함께 챙길 수 있게 도와준다
5250,라며 .이번 신제품을 필두로 헤어 스타일링 드라이기 라인업을 확장해 다양한 고객의 니즈를 충족하겠다
5251,라고 말했다
5252, 한편 레이트는 데이노바의 출시를 기념해 스토어팜 단독 프로모션을 진행하고 있다
5253, 스마트 스토어에서 런칭 기념 할인을 진행하며 오는 .월 .일화까지 구매한 고객에게 스탠드 거치대와 브러쉬 .종을 사은품으로 증정한다
5254, 구입 후 리뷰를 남기는 이들을 대상으로 심사를 거쳐 베스트 리뷰어에게 에어팟 프로.명와 에어팟.명 스타벅스 커피 쿠폰.명을 증정하고 .명 한정으로 플라 자동 봉고데기 .이지랩.을 증정한다
5255, 이와 함께 공식 블로그에서는 .월 .일목까지 초성 맞히기 이벤트를 통해 레이트 신제품 데이노바와 스테디셀러 . 등 헤어드라이기를 선물한다
5256, 김정환 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5257,.년에는 바다에 물고기보다 더 많은 플라스틱이 존재하게 될 것 집행위원회 부위원장 프란스 팀머만스이라는 말까지 나오는 요즘이다
5258, 한 해에만 약 .억 .만 톤의 플라스틱 폐기물이 발생하고 그중 약 .만 톤이 바다로 유입되고 있다
5259, 무분별한 쓰레기 배출을 줄이기 위한 노력 중 하나로 친환경적인 제품이라고 알려진 생분해성비닐과 플라스틱의 사용이 증가하고 있다
5260, 편의점에서 물건을 담아갈 수 있는 봉투 자체를 생분해성 원료로 만든 친환경 봉투로 교체하는가 하면 식품업계에도 포장 비닐에 생분해소재를 도입하고 있다
5261, 이 가운데 .프로팩 역시 생분해비닐과 생분해성플라스틱 그리고 퇴비화 기기 등을 개발해내며 심각한 환경문제 해결을 위해 노력해오고 있다
5262, 끊임없는 연구와 개발 끝에 지난 .일에는 친환경 봉투에 적용할 생분해 점착제를 개발했다고 밝혔다
5263, .프로팩에서 개발한 . 생분해성 점착제는 테이프 자체를 모두 생분해성으로 만든 것으로 와 같은 대표적인 생분해성 수지 중 하나인 를 개량하여 만들어졌다
5264, 는 석유계 생분해성 수지로 유연하면서도 질긴 성질을 가지고 있다
5265, 이러한 의 성질은 가공에 유용하다는 특징이 있어 기존 유기화합물에 대체되어 사용되어 왔다
5266, 이번에 새롭게 선보인 생분해성점착제 역시 가공에 유용하다는 의 성질을 이용하여 생분해성 성질을 유지하면서도 점착력을 갖는 구조로 개량하였다
5267, 또한 모든 원료는 고분자 구조 개량이 유용한 자회사 남광케미칼의 를 이용했다
5268, 현재까지 확인된 생분해성 점착제의 접착강도는 현재 합성수지의 점착강도에 .정도 미치는 정도이지만 친환경 베이스의 소재로만 사용하기에 지속적인 연구로 물성을 보완할 예정이다
5269, 프로팩 관계자는 .이번 개발의 성공으로 합성수지의 점착제 및 접착제박스테이프 에폭시 보호필름 등에 대체를 목표로 연구진들이 연구에 박차를 가하고 있다
5270,며 .향후 독자적으로 개발한 생분해점착제를 친환경플라스틱에 적용해나갈 계획이다
5271,고 전했다
5272, 김정환 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5273,경북도 수산자원연구원 토속어류산업화센터가 분양한 미꾸리 치어떼. 경북도 제공 경북도가 논에서 기르는 미꾸리 대중화에 팔을 걷었다
5274, 미꾸리는 논의 해충을 잡아 먹어 생육을 돕는데다 판매도 할 수 있어 .두마리 토끼.를 한 꺼번에 잡을 수 있는 친환경 농법이다
5275, 경북도 수산자원연구원 토속어류산업화센터는 어린 토종 미꾸리 .만 마리를 농어가에 무상으로 분양했다고 .일 밝혔다
5276, 토속어류산업화센터는 지난 .월 미꾸리 생산에 돌입해 .일 동안 치어를 길렀다
5277, 이 치어의 몸길이는 .이다
5278, 센터는 생태 양식을 희망하는 농어가의 신청을 받아 현지 점검 후 시설과 자격을 갖춘 .곳을 선정해 무료로 나눠줬다
5279, 센터는 국내에 수입되는 중국산 미꾸라지를 국내 양식산 미꾸리로 대체하고자 .년부터 인공 종자 생산과 논 생태 양식 기술개발 연구를 해왔다
5280, 지난해부터 포항시와 군위군 등 민간 농어가와 공동으로 .미꾸리 논 생태 시범 양식 단지.를 운영해 양식 기술을 전수하고 있다
5281, 여기에 포항시 지역특화작목반 농가는 논에서 수확한 미꾸리를 브랜드화해 식당에 공급하면서 부수입을 올리고 있다
5282, 미꾸리는 논바닥에 서식하면서 벼 뿌리에 산소를 공급하고 잡초와 해충을 없앤다
5283, 배설물은 천연비료로 활용된다
5284, 미꾸리 생태 양식법은 일반 벼농사보다 .배 정도의 소득이 높다고 한다
5285, 현재 미꾸리의 .당 시중 가격은 .만원이다
5286, 미꾸라지.만.원와 중국산 미꾸라지.만원보다 더 비싼 가격대에 거래되고 있다
5287, 문성준 경북도 수산자원연구원 원장은 .미꾸리를 활용한 친환경 논 생태 양식은 농어촌 고령화 와 등 환경변화에 대응할 수 있는 내수면 산업.이라면서 .저비용으로 대량 생산할 수 있는 초기 먹이생물과 양식 기술을 개발해 새로운 소득 사업 모델을 만들겠다
5288,고 말했다
5289, 안동배소영 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5290,. 독자개발기업과 체결.년 .월 공장 준공. 국산화 속도 울산에 화학물질 .페놀.을 대신할 친환경 바이오화합물인 .카다놀.과 이를 활용한 제품을 생산하는 시설이 들어선다
5291, 울산시와 .케미폴리오는 .일 울산시청 상황실에서 이 같은 내용의 투자 업무협약을 체결했다
5292, 협약서에는 케미폴리오가 울주군 에너지융합산업단지에 본사와 연구소 공장을 신설.이전하고 울산시는 케미폴리오의 투자가 원활하게 진행될 수 있도록 행정.재정적 지원을 한다는 내용이 담겼다
5293, 케미폴리오는 에너지융합산단 내에 . 크기의 부지에 건축연면적 . 규모의 연구소와 공장을 다음달 착공해 내년 .월 준공할 예정이다
5294, 생산하게 되는 제품은 .카다놀. 소재와 .카다놀.을 기반으로 한 제품들이다
5295, 국내 첫 .카다놀. 생산 시설이라고 울산시는 설명했다
5296, 카다놀은 캐슈넛 껍질을 통해 제조되는 고기능 천연화합물로 페놀과 구조가 비슷해 페놀 및 페놀기반 제품을 대체할 수 있다
5297, 페놀과 비교하면 끓는점이 높아 휘발성 유기화합물이 발생하지 않고 소수성.용해성이 우수해 제품 완성도가 높다
5298, 현재 국내 카다놀 소재와 카다놀 기반 제품은 대부분 수입되고 있다
5299, 케미폴리오는 오랜 연구개발 끝에 국내에서 유일하게 고급 제조 기술을 보유하고 있다고 시는 설명했다
5300, 울산이보람 기자 . . . . . . . . . . . . . . 세계일보 . 무단전재 및 재배포 금지다
5301,경영비전 선포. 위원회.전담부서 등 신설 .년까지 친환경 제품 비중 절반으로 전선은 최근 환경.사회.지배구조 경영 비전을 선포하고 위원회와 전담 부서를 신설하는 등 경영을 가속화하고 있다
